#Locus	Accession	Start	End	Length	RevGeneID	FwdGeneID	RevOperonId	FwdOperonId
locus_1290	NC_002947.4	2162319	2163139	821		PP_5482		
locus_1292	NC_002947.4	2166157	2166936	780	PP_5483	PP_1921		
locus_1293	NC_002947.4	2169637	2169739	103	PP_1922			
locus_1294	NC_002947.4	2170529	2170658	130	PP_1923	PP_5484		
locus_1295	NC_002947.4	2173504	2173528	25	PP_1925		operon 262	
locus_1298	NC_002947.4	2176543	2176571	29	PP_1929		operon 263	
locus_1299	NC_002947.4	2176959	2177104	146	PP_1930	PP_5485		
locus_1300	NC_002947.4	2177600	2177764	165		PP_1931		
locus_1301	NC_002947.4	2179667	2179805	139	PP_5486			
locus_1302	NC_002947.4	2180556	2180778	223	PP_1932	PP_1934		
locus_1303	NC_002947.4	2182036	2182189	154	PP_1935	PP_5487		
locus_1306	NC_002947.4	2183770	2183942	173		PP_5490		
locus_1308	NC_002947.4	2192392	2192594	203		PP_1938		
locus_1309	NC_002947.4	2192907	2193328	422		PP_1939		
locus_1310	NC_002947.4	2195665	2196386	722	PP_1940			
locus_1312	NC_002947.4	2197989	2198240	252	PP_1942	PP_1943	operon 264	
locus_1316	NC_002947.4	2202144	2202323	180		PP_1947		operon 265
locus_1319	NC_002947.4	2206477	2206569	93		PP_1950		operon 266
locus_1322	NC_002947.4	2209633	2209755	123		PP_1953		
locus_1324	NC_002947.4	2211777	2211868	92		PP_1955		
locus_1326	NC_002947.4	2214144	2214232	89		PP_1957		
locus_1327	NC_002947.4	2215187	2216129	943		PP_5493		
locus_1328	NC_002947.4	2216397	2216714	318		PP_5494		
locus_1329	NC_002947.4	2218175	2218413	239	PP_1958			
locus_1331	NC_002947.4	2220082	2220302	221	PP_1959			
locus_1333	NC_002947.4	2224547	2224628	82	PP_1962			
locus_1334	NC_002947.4	2227402	2227847	446	PP_1964	PP_1966	operon 267	operon 268
locus_1336	NC_002947.4	2229648	2230036	389		PP_1968		operon 269
locus_1337	NC_002947.4	2230673	2230783	111		PP_1969		
locus_1340	NC_002947.4	2234606	2234889	284	PP_1972	PP_1974		
locus_1342	NC_002947.4	2241254	2241533	280		PP_t25		
locus_1348	NC_002947.4	2242258	2242427	170		PP_1978		operon 270
locus_1350	NC_002947.4	2243865	2243968	104		PP_1980		
locus_1352	NC_002947.4	2245427	2245761	335		PP_1982		
locus_1354	NC_002947.4	2250539	2250669	131	PP_1984	PP_1985		
locus_1355	NC_002947.4	2252745	2252862	118		PP_1987		
locus_1356	NC_002947.4	2253628	2253681	54		PP_1988		operon 271
locus_1358	NC_002947.4	2255941	2256643	703		PP_1990		
locus_1359	NC_002947.4	2257946	2258336	391		PP_1992		
locus_1361	NC_002947.4	2262149	2262285	137		PP_1994		
locus_1363	NC_002947.4	2263829	2264050	222		PP_1996		operon 272
locus_1364	NC_002947.4	2266880	2267075	196		PP_1999		operon 273
locus_1367	NC_002947.4	2271180	2271398	219		PP_t31		
locus_1369	NC_002947.4	2271617	2271715	99		PP_t33		operon 255
locus_1370	NC_002947.4	2271793	2271933	141		PP_t34		
locus_1371	NC_002947.4	2272011	2272093	83		PP_2003		
locus_1373	NC_002947.4	2275490	2275677	188	PP_2005			
locus_1375	NC_002947.4	2278580	2278860	281	PP_2007	PP_2008		
locus_1376	NC_002947.4	2280943	2281178	236		PP_2009		
locus_1377	NC_002947.4	2282609	2282836	228	PP_2010			
locus_1380	NC_002947.4	2290376	2290649	274		PP_2018		operon 275
locus_1381	NC_002947.4	2295456	2295577	122		PP_5496		
locus_1382	NC_002947.4	2301357	2301686	330	PP_2025	PP_5497	operon 276	
locus_1383	NC_002947.4	2302772	2303209	438	PP_2026			
locus_1384	NC_002947.4	2310022	2310249	228	PP_2032	PP_2033	operon 277	
locus_1386	NC_002947.4	2314088	2314236	149	PP_2035			
locus_1388	NC_002947.4	2315952	2316196	245	PP_2037	PP_2038	operon 278	
locus_1389	NC_002947.4	2317745	2317758	14		PP_2039		operon 279
locus_1391	NC_002947.4	2321241	2321454	214	PP_2041	PP_2042		
locus_1392	NC_002947.4	2323309	2323312	4		PP_2043		operon 280
locus_1393	NC_002947.4	2327304	2327404	101	PP_2045			
locus_1394	NC_002947.4	2328329	2328412	84	PP_2046	PP_2047		
locus_1396	NC_002947.4	2336457	2336535	79	PP_2052			
locus_1397	NC_002947.4	2336740	2336852	113	PP_5500	PP_2053		
locus_1398	NC_002947.4	2338062	2338207	146	PP_2054	PP_2055		
locus_1399	NC_002947.4	2339288	2339358	71		PP_2056		operon 282
locus_1400	NC_002947.4	2340667	2340780	114		PP_2057		
locus_1402	NC_002947.4	2343704	2343849	146	PP_2059			
locus_1403	NC_002947.4	2344306	2344436	131	PP_2060			
locus_1405	NC_002947.4	2345348	2345612	265	PP_2062			
locus_1406	NC_002947.4	2346567	2346699	133	PP_5501	PP_2064		operon 283
locus_1409	NC_002947.4	2356011	2356110	100	PP_2069		operon 284	
locus_1410	NC_002947.4	2356822	2356990	169	PP_2070			
locus_1411	NC_002947.4	2357378	2357485	108	PP_2071			
locus_1413	NC_002947.4	2358846	2359042	197	PP_2073	PP_2074		
locus_1414	NC_002947.4	2363877	2364208	332	PP_2076			
locus_1415	NC_002947.4	2365442	2365564	123	PP_2077	PP_2078		
locus_1416	NC_002947.4	2367013	2367182	170	PP_2079	PP_2080		
locus_1417	NC_002947.4	2372979	2373169	191	PP_2081	PP_2082		
locus_1418	NC_002947.4	2375546	2375646	101		PP_2083		
locus_1419	NC_002947.4	2376640	2376843	204		PP_2084		operon 285
locus_1421	NC_002947.4	2378359	2378445	87		PP_2086		operon 286
locus_1422	NC_002947.4	2379546	2379634	89		PP_2088		
locus_1423	NC_002947.4	2380226	2380336	111		PP_2089		
locus_1426	NC_002947.4	2385142	2385301	160	PP_2092		operon 287	
locus_1428	NC_002947.4	2387104	2387240	137	PP_2094	PP_2095	operon 288	
locus_1429	NC_002947.4	2388623	2389139	517	PP_5502	PP_2096		
locus_1430	NC_002947.4	2391378	2391471	94		PP_2097		
locus_1431	NC_002947.4	2395393	2395634	242	PP_2098			
locus_1433	NC_002947.4	2400283	2400556	274	PP_2101		operon 289	
locus_1434	NC_002947.4	2401889	2402036	148	PP_2102			
locus_1436	NC_002947.4	2403062	2403373	312	PP_2105	PP_2106	operon 290	
locus_1438	NC_002947.4	2404896	2405003	108		PP_2108		
locus_1441	NC_002947.4	2408565	2408705	141	PP_2111			
locus_1442	NC_002947.4	2411448	2411671	224	PP_2112	PP_2113		
locus_1443	NC_002947.4	2412737	2413156	420		PP_2114		
locus_1444	NC_002947.4	2414459	2414802	344		PP_2115		
locus_1447	NC_002947.4	2416780	2416965	186	PP_2118	PP_2119		
locus_1448	NC_002947.4	2418730	2418849	120		PP_2120		
locus_1449	NC_002947.4	2420701	2420780	80	PP_t62			
locus_1450	NC_002947.4	2421003	2421189	187	PP_2121	PP_2122		
locus_1451	NC_002947.4	2424176	2424389	214	PP_2124	PP_2125		
locus_1452	NC_002947.4	2426894	2427214	321	PP_2127			
locus_1453	NC_002947.4	2427728	2428075	348	PP_5503	PP_2128		
locus_1455	NC_002947.4	2431957	2432128	172	PP_2130	PP_2131		
locus_1456	NC_002947.4	2434606	2434688	83	PP_2132	PP_2133		
locus_1457	NC_002947.4	2435154	2435456	303		PP_2134		
locus_1458	NC_002947.4	2436423	2437080	658		PP_2136		
locus_1461	NC_002947.4	2440763	2440862	100		PP_2139		
locus_1462	NC_002947.4	2443473	2443484	12		PP_2140		operon 291
locus_1465	NC_002947.4	2445512	2445726	215	PP_2143	PP_2144		
locus_1466	NC_002947.4	2446435	2446611	177		PP_2145		
locus_1469	NC_002947.4	2455119	2455285	167	PP_2148	PP_2149	operon 292	
locus_1470	NC_002947.4	2456750	2456929	180		PP_2150		
locus_1471	NC_002947.4	2457929	2458132	204		PP_2151		
locus_1473	NC_002947.4	2460804	2461001	198	PP_2153	PP_2154		
locus_1475	NC_002947.4	2466315	2466514	200	PP_2158	PP_2159		
locus_1477	NC_002947.4	2468237	2468358	122	PP_2161			
locus_1478	NC_002947.4	2468923	2469123	201	PP_2162	PP_2163		
locus_1479	NC_002947.4	2470166	2470435	270	PP_2164	PP_2165		
locus_1480	NC_002947.4	2474096	2474274	179	PP_2167			
locus_1481	NC_002947.4	2475202	2475357	156	PP_2168			
locus_1482	NC_002947.4	2476369	2476465	97	PP_2169	PP_2170		
locus_1483	NC_002947.4	2477837	2478303	467	PP_2171	PP_2172		
locus_1484	NC_002947.4	2480062	2480167	106	PP_2173			
locus_1485	NC_002947.4	2480561	2480641	81	PP_2174			
locus_1486	NC_002947.4	2481347	2481445	99	PP_2175			
locus_1487	NC_002947.4	2482376	2482552	177	PP_2176	PP_2177	operon 294	
locus_1489	NC_002947.4	2484482	2484565	84		PP_2179		
locus_1491	NC_002947.4	2486768	2486950	183		PP_2181		
locus_1492	NC_002947.4	2487506	2487628	123		PP_2182		
locus_1493	NC_002947.4	2488145	2488545	401		PP_2183		operon 295
locus_1494	NC_002947.4	2494638	2494791	154	PP_2187	PP_2188		
locus_1496	NC_002947.4	2496644	2496774	131	PP_2191	PP_2192		
locus_1497	NC_002947.4	2497900	2498099	200		PP_2193		
locus_1498	NC_002947.4	2501469	2501561	93	PP_2194	PP_2195		
locus_1500	NC_002947.4	2503642	2503873	232		PP_2197		operon 296
locus_1502	NC_002947.4	2505360	2505400	41		PP_2199		operon 297
locus_1505	NC_002947.4	2509115	2509128	14	PP_2203		operon 298	
locus_1506	NC_002947.4	2511731	2511808	78	PP_2205		operon 299	
locus_1507	NC_002947.4	2513090	2513275	186	PP_2206	PP_2207		
locus_1509	NC_002947.4	2516528	2516639	112	PP_2209	PP_2210		
locus_1510	NC_002947.4	2517504	2517580	77		PP_2211		
locus_1511	NC_002947.4	2518604	2518749	146		PP_2212		
locus_1512	NC_002947.4	2523196	2523278	83		PP_2213		operon 300
locus_1517	NC_002947.4	2528874	2529279	406		PP_2218		
locus_1518	NC_002947.4	2530582	2530761	180		PP_2219		
locus_1520	NC_002947.4	2531571	2531745	175		PP_2222		
locus_1521	NC_002947.4	2531944	2532228	285		PP_2223		operon 301
locus_1522	NC_002947.4	2539039	2539188	150	PP_2230		operon 302	
locus_1523	NC_002947.4	2540140	2540253	114	PP_2231	PP_2232		
locus_1524	NC_002947.4	2541385	2541466	82	PP_2233	PP_2234		
locus_1525	NC_002947.4	2542460	2542540	81		PP_2235		
locus_1526	NC_002947.4	2544773	2544899	127	PP_2237	PP_2238		
locus_1527	NC_002947.4	2547123	2547313	191	PP_5504			
locus_1528	NC_002947.4	2548202	2548689	488	PP_2239	PP_16SF		
locus_1529	NC_002947.4	2550212	2550296	85		PP_t35		
locus_1531	NC_002947.4	2550474	2550716	243		PP_23SF		
locus_1532	NC_002947.4	2553619	2553749	131		PP_5SF		
locus_1533	NC_002947.4	2553870	2554019	150		PP_2240		
locus_1534	NC_002947.4	2557311	2557740	430	PP_2241	PP_2242		
locus_1536	NC_002947.4	2561431	2561554	124	PP_2244			
locus_1537	NC_002947.4	2562149	2562262	114	PP_2245	PP_2246		
locus_1538	NC_002947.4	2563400	2563411	12		PP_2247		operon 303
locus_1539	NC_002947.4	2563790	2563901	112		PP_2248		
locus_1540	NC_002947.4	2566952	2567048	97	PP_2249			
locus_1541	NC_002947.4	2567928	2568029	102	PP_2250	PP_2251		
locus_1542	NC_002947.4	2569548	2569698	151	PP_2252			
locus_1545	NC_002947.4	2572437	2572663	227	PP_2255		operon 304	
locus_1546	NC_002947.4	2572979	2573244	266	PP_2256	PP_2257		
locus_1548	NC_002947.4	2578395	2578590	196	PP_2259	PP_2260		
locus_1552	NC_002947.4	2585495	2585763	269	PP_2265	PP_t37		
locus_1555	NC_002947.4	2586095	2586635	541		PP_2266		
locus_1556	NC_002947.4	2589195	2589641	447		PP_5507		
locus_1558	NC_002947.4	2590635	2590656	22		PP_2268		operon 306
locus_1559	NC_002947.4	2591535	2591805	271		PP_2270		
locus_1563	NC_002947.4	2594112	2594351	240		PP_2272		
locus_1564	NC_002947.4	2595142	2595281	140		PP_2273		
locus_1567	NC_002947.4	2598379	2598661	283		PP_2277		
locus_1569	NC_002947.4	2600515	2600523	9		PP_2279		operon 307
locus_1571	NC_002947.4	2603485	2603869	385		PP_2282		operon 308
locus_1577	NC_002947.4	2615772	2615833	62		PP_2288		operon 310
locus_1578	NC_002947.4	2617978	2618023	46		PP_2290		operon 311
locus_1579	NC_002947.4	2619313	2619460	148	PP_2292	PP_2293		
locus_1581	NC_002947.4	2621627	2621966	340		PP_5515		
locus_1582	NC_002947.4	2622210	2622556	347		PP_5516		
locus_1584	NC_002947.4	2623165	2623409	245		PP_2295		
locus_1585	NC_002947.4	2623995	2624408	414		PP_2296		
locus_1586	NC_002947.4	2625823	2626121	299		PP_t40		
locus_1587	NC_002947.4	2626198	2626346	149		PP_2298		
locus_1588	NC_002947.4	2626686	2626915	230		PP_2299		operon 312
locus_1589	NC_002947.4	2628248	2628338	91		PP_2300		
locus_1591	NC_002947.4	2630373	2630535	163		PP_2302		
locus_1592	NC_002947.4	2632933	2633084	152		PP_2303		
locus_1593	NC_002947.4	2633358	2633538	181		PP_2304		
locus_1594	NC_002947.4	2636574	2636744	171	PP_2305	PP_2306		
locus_1596	NC_002947.4	2637818	2637894	77		PP_2308		
locus_1598	NC_002947.4	2640657	2640782	126	PP_2310			
locus_1599	NC_002947.4	2641581	2641737	157	PP_2311	PP_2312		
locus_1600	NC_002947.4	2643145	2643256	112		PP_2313		
locus_1601	NC_002947.4	2643695	2643942	248		PP_2314		operon 313
locus_1605	NC_002947.4	2648622	2648649	28		PP_2319		operon 314
locus_1606	NC_002947.4	2648971	2649083	113		PP_2320		
locus_1607	NC_002947.4	2650447	2650803	357	PP_2322	PP_2323		
locus_1608	NC_002947.4	2652418	2652613	196	PP_2324	PP_2325		
locus_1609	NC_002947.4	2653562	2653685	124		PP_2326		
locus_1610	NC_002947.4	2654184	2654311	128		PP_2327		
locus_1611	NC_002947.4	2656191	2656270	80	PP_2328			
locus_1612	NC_002947.4	2657612	2657819	208	PP_2329			
locus_1614	NC_002947.4	2660878	2661183	306	PP_2332	PP_2333	operon 315	
locus_1616	NC_002947.4	2663976	2664137	162		PP_2336		
locus_1618	NC_002947.4	2667983	2668148	166		PP_2338		
locus_1619	NC_002947.4	2672318	2672686	369	PP_2339	PP_2340		
locus_1622	NC_002947.4	2676135	2676371	237	PP_2344	PP_2345		
locus_1623	NC_002947.4	2678980	2679259	280		PP_2349		
locus_1624	NC_002947.4	2681255	2681434	180	PP_2350	PP_2351		
locus_1626	NC_002947.4	2684883	2685141	259	PP_5520	PP_t41		
locus_1629	NC_002947.4	2690480	2690660	181	PP_2356	PP_2357	operon 318	
locus_1630	NC_002947.4	2691255	2691284	30		PP_2358		operon 319
locus_1635	NC_002947.4	2698297	2698437	141	PP_2364			
locus_1637	NC_002947.4	2700511	2700642	132	PP_2366			
locus_1639	NC_002947.4	2702640	2702843	204	PP_2368	PP_2369	operon 320	
locus_1640	NC_002947.4	2709209	2709421	213	PP_2371	PP_2372		
locus_1642	NC_002947.4	2711254	2711395	142	PP_2374			
locus_1643	NC_002947.4	2715104	2715285	182	PP_2375	PP_2376		
locus_1644	NC_002947.4	2717587	2717780	194		PP_2377		
locus_1646	NC_002947.4	2719459	2719654	196		PP_2379		operon 321
locus_1647	NC_002947.4	2721039	2721479	441	PP_2381	PP_2382		
locus_1648	NC_002947.4	2724592	2724738	147	PP_2385		operon 322	
locus_1650	NC_002947.4	2726656	2726694	39	PP_2387		operon 323	
locus_1651	NC_002947.4	2728113	2728272	160	PP_2389	PP_2390	operon 324	
locus_1652	NC_002947.4	2729194	2729553	360		PP_2392		
locus_1654	NC_002947.4	2733025	2733102	78		PP_2394		
locus_1655	NC_002947.4	2737525	2737621	97		PP_2395		
locus_1656	NC_002947.4	2742116	2742313	198		PP_2396		operon 325
locus_1658	NC_002947.4	2743562	2743635	74		PP_2398		operon 326
locus_1660	NC_002947.4	2746313	2746481	169	PP_2401			
locus_1661	NC_002947.4	2748506	2748725	220	PP_2403	PP_2404	operon 327	
locus_1662	NC_002947.4	2750936	2751173	238	PP_2407	PP_2408		
locus_1664	NC_002947.4	2758192	2758371	180	PP_2411			
locus_1665	NC_002947.4	2759164	2759307	144	PP_2412			
locus_1666	NC_002947.4	2765002	2765254	253	PP_2418		operon 330	
locus_1667	NC_002947.4	2766416	2766532	117	PP_2419			
locus_1668	NC_002947.4	2768720	2769132	413	PP_2420			
locus_1669	NC_002947.4	2769685	2769780	96	PP_2421			
locus_1670	NC_002947.4	2770135	2770242	108	PP_2422			
locus_1671	NC_002947.4	2771143	2771300	158	PP_2423	PP_2424		
locus_1672	NC_002947.4	2772816	2772996	181	PP_2425	PP_2426		
locus_1673	NC_002947.4	2775512	2775653	142	PP_5521	PP_2428		
locus_1676	NC_002947.4	2779358	2779460	103	PP_2431	PP_2432	operon 331	
locus_1677	NC_002947.4	2780115	2780226	112		PP_2433		operon 332
locus_1678	NC_002947.4	2782366	2782495	130	PP_2435			
locus_1679	NC_002947.4	2783423	2783547	125	PP_2436	PP_2437		
locus_1680	NC_002947.4	2784793	2784955	163		PP_5522		
locus_1681	NC_002947.4	2786669	2786989	321	PP_2438	PP_2439		
locus_1682	NC_002947.4	2787554	2787677	124		PP_2440		
locus_1683	NC_002947.4	2789241	2789406	166		PP_2441		
locus_1684	NC_002947.4	2790248	2790335	88	PP_2442			
locus_1685	NC_002947.4	2791548	2791644	97	PP_2443			
locus_1686	NC_002947.4	2792539	2792670	132	PP_2444	PP_5524		
locus_1688	NC_002947.4	2794004	2794157	154	PP_2446	PP_2447		
locus_1689	NC_002947.4	2796288	2796490	203	PP_2448	PP_t42		
locus_1690	NC_002947.4	2796568	2796739	172		PP_t43		
locus_1691	NC_002947.4	2796817	2796947	131		PP_2449		
locus_1692	NC_002947.4	2797518	2797615	98		PP_2450		
locus_1694	NC_002947.4	2798987	2799201	215	PP_2452			
locus_1695	NC_002947.4	2800291	2800657	367	PP_2453	PP_2454		
locus_1698	NC_002947.4	2806530	2806626	97		PP_2460		
locus_1699	NC_002947.4	2807780	2807999	220	PP_2461	PP_2462		
locus_1700	NC_002947.4	2808788	2808949	162	PP_2463			
locus_1701	NC_002947.4	2809256	2809593	338	PP_5525	PP_2465		operon 334
locus_1705	NC_002947.4	2812707	2812815	109		PP_2469		
locus_1708	NC_002947.4	2816890	2817003	114		PP_t44		
locus_1709	NC_002947.4	2818046	2818649	604	PP_5526	PP_5527		
locus_1710	NC_002947.4	2818905	2819230	326		PP_2473		
locus_1711	NC_002947.4	2821332	2821721	390	PP_2474	PP_2475		
locus_1712	NC_002947.4	2822316	2822427	112		PP_2476		
locus_1713	NC_002947.4	2823463	2823582	120		PP_5528		
locus_1714	NC_002947.4	2823826	2823924	99		PP_2477		operon 335
locus_1717	NC_002947.4	2829034	2829061	28		PP_2481		operon 336
locus_1718	NC_002947.4	2830943	2831224	282	PP_2483			
locus_1719	NC_002947.4	2831531	2831668	138	PP_2484			
locus_1722	NC_002947.4	2835418	2835656	239	PP_2487		operon 337	
locus_1723	NC_002947.4	2837049	2837230	182	PP_2488			
locus_1724	NC_002947.4	2838332	2838697	366	PP_2489			
locus_1727	NC_002947.4	2840582	2840663	82	PP_2491			
locus_1728	NC_002947.4	2841822	2842072	251	PP_2492			
locus_1730	NC_002947.4	2844641	2844719	79	PP_2495			
locus_1732	NC_002947.4	2846116	2846319	204	PP_2497	PP_2498	operon 338	
locus_1733	NC_002947.4	2846566	2846689	124		PP_2499		operon 339
locus_1734	NC_002947.4	2848647	2849168	522	PP_2501			
locus_1735	NC_002947.4	2850096	2850208	113	PP_2502	PP_2503		
locus_1737	NC_002947.4	2851429	2851570	142		PP_5531		
locus_1738	NC_002947.4	2853332	2853648	317	PP_2505	PP_2506		
locus_1740	NC_002947.4	2855386	2855534	149	PP_5532			
locus_1741	NC_002947.4	2855778	2856175	398	PP_5533	PP_2508		
locus_1742	NC_002947.4	2856732	2858389	1658	PP_2509			
locus_1743	NC_002947.4	2858645	2858769	125	PP_2510	PP_2511		
locus_1745	NC_002947.4	2862824	2862940	117	PP_2515	PP_2516	operon 340	
locus_1746	NC_002947.4	2865383	2865513	131	PP_2517			
locus_1747	NC_002947.4	2866777	2868344	1568	PP_2518	PP_2520		
locus_1748	NC_002947.4	2868462	2869391	930		PP_2522		
locus_1749	NC_002947.4	2870694	2871222	529		PP_2524		
locus_1750	NC_002947.4	2873075	2873220	146	PP_2525	PP_2526		
locus_1752	NC_002947.4	2875883	2876102	220	PP_2528			
locus_1754	NC_002947.4	2877375	2877516	142	PP_2531	PP_2532		
locus_1755	NC_002947.4	2879006	2879164	159	PP_2533			
locus_1756	NC_002947.4	2880065	2880158	94	PP_2534	PP_2535		
locus_1757	NC_002947.4	2882012	2882203	192	PP_2536	PP_2537		
locus_1758	NC_002947.4	2882513	2882591	79		PP_2538		
locus_1759	NC_002947.4	2883315	2883440	126		PP_2539		
locus_1760	NC_002947.4	2884368	2884535	168		PP_2540		
locus_1761	NC_002947.4	2885879	2886111	233	PP_2541			
locus_1762	NC_002947.4	2886994	2887243	250	PP_5536			
locus_1763	NC_002947.4	2888669	2888992	324	PP_2542	PP_2543		
locus_1766	NC_002947.4	2892768	2893010	243	PP_2547	PP_2548		
locus_1768	NC_002947.4	2895734	2895830	97		PP_2550		
locus_1769	NC_002947.4	2896545	2896681	137		PP_2551		
locus_1770	NC_002947.4	2897627	2897775	149		PP_2552		
locus_1771	NC_002947.4	2900630	2900918	289	PP_2553	PP_2554		
locus_1773	NC_002947.4	2905809	2906023	215	PP_2557			
locus_1775	NC_002947.4	2910438	2910980	543	PP_2560	PP_2561	operon 341	
locus_1776	NC_002947.4	2921808	2921968	161		PP_2562		
locus_1777	NC_002947.4	2925253	2925816	564	PP_2563			
locus_1778	NC_002947.4	2926516	2926733	218	PP_2564	PP_2565		
locus_1779	NC_002947.4	2934102	2934283	182	PP_2566	PP_2567		
locus_1781	NC_002947.4	2935706	2935966	261		PP_2569		
locus_1782	NC_002947.4	2939055	2939493	439	PP_2570			
locus_1783	NC_002947.4	2940492	2940768	277	PP_2573	PP_2574		
locus_1784	NC_002947.4	2942200	2943571	1372	PP_2575	PP_2577		operon 342
locus_1786	NC_002947.4	2947522	2947732	211	PP_2579	PP_2580		
locus_1788	NC_002947.4	2949082	2949174	93	PP_2582	PP_2583		
locus_1789	NC_002947.4	2951222	2951381	160	PP_2584			
locus_1790	NC_002947.4	2952963	2953114	152	PP_2585			
locus_1791	NC_002947.4	2954498	2954777	280	PP_2586	PP_2587		
locus_1793	NC_002947.4	2957046	2957240	195		PP_2589		
locus_1795	NC_002947.4	2968414	2968522	109	PP_2596	PP_2597	operon 343	
locus_1796	NC_002947.4	2969135	2969339	205		PP_2598		operon 344
locus_1797	NC_002947.4	2973874	2974067	194	PP_2600	PP_2601		
locus_1798	NC_002947.4	2974845	2974982	138		PP_2602		operon 345
locus_1800	NC_002947.4	2978355	2978595	241	PP_2604			
locus_1803	NC_002947.4	2983179	2983334	156	PP_2608	PP_2609	operon 346	
locus_1805	NC_002947.4	2991480	2991553	74	PP_2614		operon 347	
locus_1806	NC_002947.4	2992070	2992202	133	PP_2615			
locus_1810	NC_002947.4	3000996	3001276	281	PP_2624	PP_2625	operon 348	
locus_1811	NC_002947.4	3009095	3010761	1667	PP_2628	PP_2631		
locus_1812	NC_002947.4	3022982	3023318	337		PP_2639		
locus_1814	NC_002947.4	3028127	3028347	221		PP_2643		
locus_1815	NC_002947.4	3030001	3030693	693		PP_2645		operon 351
locus_1817	NC_002947.4	3035189	3035480	292	PP_2647			
locus_1818	NC_002947.4	3036411	3036644	234	PP_2648			
locus_1819	NC_002947.4	3037587	3037728	142	PP_2649	PP_2650		
locus_1821	NC_002947.4	3040260	3040397	138		PP_2652		
locus_1822	NC_002947.4	3041992	3042097	106	PP_2653	PP_5537		
locus_1824	NC_002947.4	3043140	3043341	202		PP_2656		operon 352
locus_1826	NC_002947.4	3047154	3047247	94		PP_2660		
locus_1827	NC_002947.4	3048546	3048840	295		PP_2662		
locus_1828	NC_002947.4	3050029	3050168	140		PP_2663		operon 353
locus_1830	NC_002947.4	3054526	3054832	307	PP_2666			
locus_1831	NC_002947.4	3057348	3057377	30	PP_2669		operon 354	
locus_1832	NC_002947.4	3058572	3058721	150	PP_5538	PP_2671		operon 355
locus_1834	NC_002947.4	3063462	3063715	254	PP_2674	PP_2675		
locus_1836	NC_002947.4	3066791	3066961	171		PP_2679		
locus_1837	NC_002947.4	3068750	3068911	162		PP_2680		
locus_1838	NC_002947.4	3070433	3070785	353		PP_2681		
locus_1839	NC_002947.4	3071059	3071147	89		PP_2682		operon 357
locus_1840	NC_002947.4	3073966	3074394	429		PP_2684		
locus_1843	NC_002947.4	3079266	3079698	433	PP_2688		operon 358	
locus_1847	NC_002947.4	3086566	3086651	86	PP_2694	PP_2695	operon 359	
locus_1848	NC_002947.4	3088545	3088642	98	PP_2696			
locus_1851	NC_002947.4	3091292	3091452	161	PP_2699	PP_2700	operon 360	
locus_1852	NC_002947.4	3091954	3092039	86		PP_2701		
locus_1853	NC_002947.4	3094086	3094458	373	PP_2702	PP_2703		
locus_1855	NC_002947.4	3097333	3097397	65		PP_2706		operon 361
locus_1856	NC_002947.4	3098435	3098551	117		PP_2708		operon 362
locus_1861	NC_002947.4	3107717	3107901	185	PP_2718		operon 363	
locus_1864	NC_002947.4	3109155	3109322	168	PP_2722			
locus_1865	NC_002947.4	3110181	3110374	194	PP_2723	PP_2724		
locus_1866	NC_002947.4	3111499	3111587	89	PP_2725			
locus_1867	NC_002947.4	3112281	3112375	95	PP_2726			
locus_1868	NC_002947.4	3113147	3113224	78	PP_2727			
locus_1869	NC_002947.4	3113717	3113876	160	PP_2728	PP_2729		
locus_1873	NC_002947.4	3121863	3121965	103	PP_2738		operon 365	
locus_1874	NC_002947.4	3122422	3122565	144	PP_2739	PP_2740		
locus_1876	NC_002947.4	3126270	3126464	195	PP_2743		operon 366	
locus_1877	NC_002947.4	3127425	3127519	95	PP_2744			
locus_1878	NC_002947.4	3128417	3128753	337	PP_2745	PP_2746		
locus_1879	NC_002947.4	3130164	3130183	20		PP_2747		operon 367
locus_1881	NC_002947.4	3133870	3133947	78		PP_2751		operon 368
locus_1883	NC_002947.4	3136683	3136798	116		PP_2753		
locus_1884	NC_002947.4	3137573	3137861	289		PP_2754		
locus_1885	NC_002947.4	3139212	3139446	235		PP_2755		operon 369
locus_1887	NC_002947.4	3147869	3148062	194	PP_2762	PP_2764		
locus_1890	NC_002947.4	3151028	3151036	9		PP_2767		operon 370
locus_1895	NC_002947.4	3157673	3157981	309	PP_2773	PP_2774		
locus_1896	NC_002947.4	3160079	3160086	8		PP_2775		operon 371
locus_1897	NC_002947.4	3162054	3162632	579		PP_2777		operon 372
locus_1900	NC_002947.4	3170986	3170994	9		PP_2783		operon 373
locus_1901	NC_002947.4	3173780	3173829	50		PP_2786		operon 374
locus_1903	NC_002947.4	3177763	3177925	163	PP_2788			
locus_1904	NC_002947.4	3178532	3178720	189	PP_2789			
locus_1905	NC_002947.4	3180674	3180803	130	PP_2790	PP_2791		
locus_1907	NC_002947.4	3184281	3184363	83		PP_2795		
locus_1910	NC_002947.4	3190650	3190744	95	PP_2799			
locus_1912	NC_002947.4	3193461	3193537	77	PP_2801			
locus_1914	NC_002947.4	3196067	3196257	191	PP_2803		operon 376	
locus_1915	NC_002947.4	3198657	3198932	276	PP_2805		operon 377	
locus_1916	NC_002947.4	3199515	3199764	250	PP_2806	PP_2807		
locus_1917	NC_002947.4	3200653	3200672	20		PP_2808		operon 378
