Gene ID	Locus Tag	Gene Product Name	Genome ID	Genome Name
Pf6N2E2_2552	TK06_RS12845	Cytochrome c heme lyase subunit CcmH	N2E2	P. fluorescens N2E2
Pf6N2E2_2553	TK06_RS12850	Cytochrome c heme lyase subunit CcmL	N2E2	P. fluorescens N2E2
Pf6N2E2_2554	TK06_RS12855	Cytochrome c-type biogenesis protein CcmG/DsbE, thiol:disulfide oxidoreductase	N2E2	P. fluorescens N2E2
Pf6N2E2_2555	TK06_RS12860	Cytochrome c heme lyase subunit CcmF	N2E2	P. fluorescens N2E2
Pf6N2E2_2556	TK06_RS12865	Cytochrome c-type biogenesis protein CcmE, heme chaperone	N2E2	P. fluorescens N2E2
Pf6N2E2_2557	TK06_RS12870	Cytochrome c-type biogenesis protein CcmD, interacts with CcmCE	N2E2	P. fluorescens N2E2
Pf6N2E2_2558	TK06_RS12875	Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE	N2E2	P. fluorescens N2E2
Pf6N2E2_2559	TK06_RS12880	ABC transporter involved in cytochrome c biogenesis, CcmB subunit	N2E2	P. fluorescens N2E2
Pf6N2E2_2560	TK06_RS12885	ABC transporter involved in cytochrome c biogenesis, ATPase component CcmA	N2E2	P. fluorescens N2E2
Pf6N2E2_2561	TK06_RS12890	FIG00955434: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2562	TK06_RS12895	FlhB domain protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2563	TK06_RS12900	FIG00953562: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2564	TK06_RS12905	Positive regulator of CheA protein activity (CheW)	N2E2	P. fluorescens N2E2
Pf6N2E2_2565	TK06_RS12910	CheW domain protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2566	TK06_RS12915	Chromosome (plasmid) partitioning protein ParA	N2E2	P. fluorescens N2E2
Pf6N2E2_2567	TK06_RS12920	Flagellar motor rotation protein MotB	N2E2	P. fluorescens N2E2
Pf6N2E2_2568	TK06_RS12925	Flagellar motor rotation protein MotA	N2E2	P. fluorescens N2E2
Pf6N2E2_2569	TK06_RS12930	Chemotaxis response regulator protein-glutamate methylesterase CheB (EC 3.1.1.61)	N2E2	P. fluorescens N2E2
Pf6N2E2_2570	TK06_RS12935	Signal transduction histidine kinase CheA (EC 2.7.3.-)	N2E2	P. fluorescens N2E2
Pf6N2E2_2571	TK06_RS12940	Chemotaxis response - phosphatase CheZ	N2E2	P. fluorescens N2E2
Pf6N2E2_2572	TK06_RS12945	Chemotaxis regulator - transmits chemoreceptor signals to flagelllar motor components CheY	N2E2	P. fluorescens N2E2
Pf6N2E2_2573	TK06_RS12950	RNA polymerase sigma factor for flagellar operon	N2E2	P. fluorescens N2E2
Pf6N2E2_2574	TK06_RS12955	Flagellar synthesis regulator FleN	N2E2	P. fluorescens N2E2
Pf6N2E2_2575	TK06_RS12960	Flagellar biosynthesis protein FlhF	N2E2	P. fluorescens N2E2
Pf6N2E2_2576	TK06_RS12965	Flagellar biosynthesis protein FlhA	N2E2	P. fluorescens N2E2
Pf6N2E2_2577	TK06_RS12970	Flagellar biosynthesis protein FlhB	N2E2	P. fluorescens N2E2
Pf6N2E2_2578	TK06_RS12975	Flagellar biosynthesis protein FliR	N2E2	P. fluorescens N2E2
Pf6N2E2_2579	TK06_RS12980	Flagellar biosynthesis protein FliQ	N2E2	P. fluorescens N2E2
Pf6N2E2_2580	TK06_RS12985	Flagellar biosynthesis protein FliP	N2E2	P. fluorescens N2E2
Pf6N2E2_2581	TK06_RS12990	Flagellar biosynthesis protein FliQ	N2E2	P. fluorescens N2E2
Pf6N2E2_2582	TK06_RS12995	Flagellar motor switch protein FliN	N2E2	P. fluorescens N2E2
Pf6N2E2_2583	TK06_RS13000	Flagellar motor switch protein FliM	N2E2	P. fluorescens N2E2
Pf6N2E2_2584	TK06_RS13005	Flagellar biosynthesis protein FliL	N2E2	P. fluorescens N2E2
Pf6N2E2_2585	TK06_RS13010	Flagellar hook-length control protein FliK	N2E2	P. fluorescens N2E2
Pf6N2E2_2586	TK06_RS13015	Hpt domain protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2587	TK06_RS13020	Serine phosphatase RsbU, regulator of sigma subunit	N2E2	P. fluorescens N2E2
Pf6N2E2_2588	TK06_RS13025	Anti-sigma F factor antagonist (spoIIAA-2); Anti-sigma B factor antagonist RsbV	N2E2	P. fluorescens N2E2
Pf6N2E2_2589	TK06_RS13030	Flagellar protein FliJ	N2E2	P. fluorescens N2E2
Pf6N2E2_2590	TK06_RS13035	Flagellum-specific ATP synthase FliI	N2E2	P. fluorescens N2E2
Pf6N2E2_2591	TK06_RS13040	Flagellar assembly protein FliH	N2E2	P. fluorescens N2E2
Pf6N2E2_2592	TK06_RS13045	Flagellar motor switch protein FliG	N2E2	P. fluorescens N2E2
Pf6N2E2_2593	TK06_RS13050	Flagellar M-ring protein FliF	N2E2	P. fluorescens N2E2
Pf6N2E2_2594	TK06_RS13055	Flagellar hook-basal body complex protein FliE	N2E2	P. fluorescens N2E2
Pf6N2E2_2595	TK06_RS13060	Flagellar regulatory protein FleQ	N2E2	P. fluorescens N2E2
Pf6N2E2_2596	TK06_RS13065	Flagellar sensor histidine kinase FleS	N2E2	P. fluorescens N2E2
Pf6N2E2_2597	TK06_RS13070	Flagellar regulatory protein FleQ	N2E2	P. fluorescens N2E2
Pf6N2E2_2598	TK06_RS13075	FIG00953167: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2599	TK06_RS13080	Flagellar biosynthesis protein FliS	N2E2	P. fluorescens N2E2
Pf6N2E2_2600	TK06_RS13085	Flagellar hook-associated protein FliD	N2E2	P. fluorescens N2E2
Pf6N2E2_2601	TK06_RS13090	Flagellin protein FlaG	N2E2	P. fluorescens N2E2
Pf6N2E2_2602	TK06_RS13095	Flagellin protein FlaA	N2E2	P. fluorescens N2E2
Pf6N2E2_2603	TK06_RS13100	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2604	TK06_RS13105	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	N2E2	P. fluorescens N2E2
Pf6N2E2_2605	TK06_RS13110	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)	N2E2	P. fluorescens N2E2
Pf6N2E2_2607	TK06_RS13115	N-acetylneuraminate synthase (EC 2.5.1.56)	N2E2	P. fluorescens N2E2
Pf6N2E2_2608	TK06_RS13120	N-Acetylneuraminate cytidylyltransferase (EC 2.7.7.43)	N2E2	P. fluorescens N2E2
Pf6N2E2_2609	TK06_RS13125	N-Acetylneuraminate cytidylyltransferase (EC 2.7.7.43)	N2E2	P. fluorescens N2E2
Pf6N2E2_2610	TK06_RS13130	Bacillosamine/Legionaminic acid biosynthesis aminotransferase PglE; 4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase	N2E2	P. fluorescens N2E2
Pf6N2E2_2611	TK06_RS13135	UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.-)	N2E2	P. fluorescens N2E2
Pf6N2E2_2612	TK06_RS13140	O-antigen biosynthesis protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2613	TK06_RS13145	Cephalosporin hydroxylase	N2E2	P. fluorescens N2E2
Pf6N2E2_2614	TK06_RS13150	C-methyltransferase	N2E2	P. fluorescens N2E2
Pf6N2E2_2615	TK06_RS13155	UDP-glucose 4-epimerase (EC 5.1.3.2)	N2E2	P. fluorescens N2E2
Pf6N2E2_2616	TK06_RS13160	methyltransferase, putative	N2E2	P. fluorescens N2E2
Pf6N2E2_2617	TK06_RS13165	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)	N2E2	P. fluorescens N2E2
Pf6N2E2_2618	TK06_RS13170	Similar to CDP-glucose 4,6-dehydratase (EC 4.2.1.45)	N2E2	P. fluorescens N2E2
Pf6N2E2_2619	TK06_RS13175	Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33)	N2E2	P. fluorescens N2E2
Pf6N2E2_2620	TK06_RS13180	O-antigen biosynthesis protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2622	TK06_RS13185	Flagellar hook-associated protein FlgL	N2E2	P. fluorescens N2E2
Pf6N2E2_2623	TK06_RS13190	Flagellar hook-associated protein FlgK	N2E2	P. fluorescens N2E2
Pf6N2E2_2624	TK06_RS13195	Flagellar protein FlgJ [peptidoglycan hydrolase] (EC 3.2.1.-)	N2E2	P. fluorescens N2E2
Pf6N2E2_2625	TK06_RS13200	Flagellar P-ring protein FlgI	N2E2	P. fluorescens N2E2
Pf6N2E2_2626	TK06_RS13205	Flagellar L-ring protein FlgH	N2E2	P. fluorescens N2E2
Pf6N2E2_2627	TK06_RS13210	Flagellar basal-body rod protein FlgG	N2E2	P. fluorescens N2E2
Pf6N2E2_2628	TK06_RS13215	Flagellar basal-body rod protein FlgF	N2E2	P. fluorescens N2E2
Pf6N2E2_2629	TK06_RS13220	Phenylalanine hydroxylase transcriptional activator PhhR	N2E2	P. fluorescens N2E2
Pf6N2E2_2630	TK06_RS13225	Phenylalanine-4-hydroxylase (EC 1.14.16.1)	N2E2	P. fluorescens N2E2
Pf6N2E2_2631	TK06_RS13230	Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)	N2E2	P. fluorescens N2E2
Pf6N2E2_2632	TK06_RS13235	Aspartate aminotransferase (EC 2.6.1.1)	N2E2	P. fluorescens N2E2
Pf6N2E2_2633	TK06_RS13240	Nitroreductase family protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2634	TK06_RS13245	Potassium uptake protein TrkH	N2E2	P. fluorescens N2E2
Pf6N2E2_2635	TK06_RS13250	Transcriptional regulator, AraC family	N2E2	P. fluorescens N2E2
Pf6N2E2_2636	TK06_RS13255	FIG027190: Putative transmembrane protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2637	TK06_RS13260	Metal-dependent phosphohydrolase, HD subdomain	N2E2	P. fluorescens N2E2
Pf6N2E2_2638	TK06_RS13265	Ser/Thr protein phosphatase family protein, UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.-) homolog	N2E2	P. fluorescens N2E2
Pf6N2E2_2639	TK06_RS13270	Transcriptional regulator, AraC family	N2E2	P. fluorescens N2E2
Pf6N2E2_2640	TK06_RS13275	Permease of the drug/metabolite transporter (DMT) superfamily	N2E2	P. fluorescens N2E2
Pf6N2E2_2641	TK06_RS13280	SelT/selW/selH selenoprotein domain	N2E2	P. fluorescens N2E2
Pf6N2E2_2642	TK06_RS13285	putative patatin-like phospholipase	N2E2	P. fluorescens N2E2
Pf6N2E2_2643	TK06_RS13290	Tfp pilus assembly protein FimV	N2E2	P. fluorescens N2E2
Pf6N2E2_2644	TK06_RS13295	Transcriptional regulator SlyA	N2E2	P. fluorescens N2E2
Pf6N2E2_2645	TK06_RS13300	ATP-dependent DNA helicase RecQ	N2E2	P. fluorescens N2E2
Pf6N2E2_2646	TK06_RS13305	FIG00953416: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2647	TK06_RS13310	FIG039061: hypothetical protein related to heme utilization	N2E2	P. fluorescens N2E2
Pf6N2E2_2648	TK06_RS13315	T1SS secreted agglutinin RTX	N2E2	P. fluorescens N2E2
Pf6N2E2_2650	TK06_RS13320	Type I secretion system, outer membrane component LapE # AggA	N2E2	P. fluorescens N2E2
Pf6N2E2_2651	TK06_RS13325	ABC transporter, transmembrane region:ABC transporter:Peptidase C39, bacteriocin processing	N2E2	P. fluorescens N2E2
Pf6N2E2_2652	TK06_RS13330	HlyD family secretion protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2653	TK06_RS13335	FIG00955751: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2654	TK06_RS13340	Transcriptional regulator GbuR	N2E2	P. fluorescens N2E2
Pf6N2E2_2655	TK06_RS13345	Agmatinase (EC 3.5.3.11)	N2E2	P. fluorescens N2E2
Pf6N2E2_2656	TK06_RS13350	Undecaprenyl pyrophosphate synthase	N2E2	P. fluorescens N2E2
Pf6N2E2_2657	TK06_RS13355	Cytosine/purine/uracil/thiamine/allantoin permease family protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2658	TK06_RS13360	sodium-solute symporter, putative	N2E2	P. fluorescens N2E2
Pf6N2E2_2660	TK06_RS13365	Transcriptional regulators, LysR family	N2E2	P. fluorescens N2E2
Pf6N2E2_2661	TK06_RS13370	Possible MFS Superfamily transporter precursor	N2E2	P. fluorescens N2E2
Pf6N2E2_2662	TK06_RS13375	Cytosine/purine/uracil/thiamine/allantoin permease family protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2663	TK06_RS13380	FIG00953341: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2664	TK06_RS13385	FIG00953551: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2665	TK06_RS13390	FIG00959721: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2666	TK06_RS13395	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2667	TK06_RS13400	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2668	TK06_RS13405	FIG00960825: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2669	TK06_RS13415	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2670	TK06_RS13425	Mobile element protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2671	TK06_RS13430	Putative large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family	N2E2	P. fluorescens N2E2
Pf6N2E2_2672	TK06_RS13435	Channel-forming transporter/cytolysins activator of TpsB family	N2E2	P. fluorescens N2E2
Pf6N2E2_2673	TK06_RS13440	Cytochrome c family protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2674	TK06_RS13445	FIG00953856: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2675	TK06_RS13450	ATP-dependent RNA helicase SrmB	N2E2	P. fluorescens N2E2
Pf6N2E2_2677	TK06_RS13455	Small-conductance mechanosensitive channel	N2E2	P. fluorescens N2E2
Pf6N2E2_2678	TK06_RS13460	MadN protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2679	TK06_RS13465	sensory box histidine kinase/response regulator	N2E2	P. fluorescens N2E2
Pf6N2E2_2680	TK06_RS13470	FMN-dependent NADH-azoreductase	N2E2	P. fluorescens N2E2
Pf6N2E2_2681	TK06_RS13475	3-phosphoglycerate kinase	N2E2	P. fluorescens N2E2
Pf6N2E2_2682	TK06_RS13480	Transcriptional regulator, LysR family	N2E2	P. fluorescens N2E2
Pf6N2E2_2683	TK06_RS13485	Beta-ketoadipate enol-lactone hydrolase (EC 3.1.1.24)	N2E2	P. fluorescens N2E2
Pf6N2E2_2684	TK06_RS13490	Peptidyl-prolyl cis-trans isomerase PpiA precursor (EC 5.2.1.8)	N2E2	P. fluorescens N2E2
Pf6N2E2_2685	TK06_RS13495	Lipid A export ATP-binding/permease protein MsbA	N2E2	P. fluorescens N2E2
Pf6N2E2_2686	TK06_RS13500	Aquaporin Z	N2E2	P. fluorescens N2E2
Pf6N2E2_2687	TK06_RS13505	COGs COG3146	N2E2	P. fluorescens N2E2
Pf6N2E2_2688	TK06_RS13510	YD repeat protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2689	TK06_RS13515	YD repeat protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2690	TK06_RS13520	Pyrophosphate-specific outer membrane porin OprO	N2E2	P. fluorescens N2E2
Pf6N2E2_2691	TK06_RS13525	FIG00955837: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2692	TK06_RS13530	RNA polymerase sigma factor RpoE	N2E2	P. fluorescens N2E2
Pf6N2E2_2693	TK06_RS13535	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)	N2E2	P. fluorescens N2E2
Pf6N2E2_2694	TK06_RS13540	ATP-dependent RNA helicase HrpA (EC 3.6.4.13)	N2E2	P. fluorescens N2E2
Pf6N2E2_2696	TK06_RS13545	Isocitrate dehydrogenase phosphatase (EC 2.7.11.5)/kinase (EC 3.1.3.-)	N2E2	P. fluorescens N2E2
Pf6N2E2_2697	TK06_RS13550	Permease of the drug/metabolite transporter (DMT) superfamily	N2E2	P. fluorescens N2E2
Pf6N2E2_2698	TK06_RS13555	Permease of the drug/metabolite transporter (DMT) superfamily	N2E2	P. fluorescens N2E2
Pf6N2E2_2699	TK06_RS13560	Fe(2+)/alpha-ketoglutarate-dependent dioxygenase LpxO	N2E2	P. fluorescens N2E2
Pf6N2E2_2700	TK06_RS13565	Cysteine synthase (EC 2.5.1.47)	N2E2	P. fluorescens N2E2
Pf6N2E2_2701	TK06_RS13570	FIG00954689: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2702	TK06_RS13575	FIG00962464: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2703	TK06_RS13580	FIG00954979: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2704	TK06_RS13585	ATPase associated with various cellular activities, AAA_5	N2E2	P. fluorescens N2E2
Pf6N2E2_2705	TK06_RS13590	Thioredoxin reductase (EC 1.8.1.9)	N2E2	P. fluorescens N2E2
Pf6N2E2_2706	TK06_RS13595	Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)	N2E2	P. fluorescens N2E2
Pf6N2E2_2707	TK06_RS13600	Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)	N2E2	P. fluorescens N2E2
Pf6N2E2_2708	TK06_RS13605	Lactam utilization protein LamB	N2E2	P. fluorescens N2E2
Pf6N2E2_2709	TK06_RS13610	Sialic acid transporter (permease) NanT	N2E2	P. fluorescens N2E2
Pf6N2E2_2710	TK06_RS13615	FIG00953701: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2711	TK06_RS13620	Glutamine amidotransferase, class-II	N2E2	P. fluorescens N2E2
Pf6N2E2_2712	TK06_RS13625	Permeases of the major facilitator superfamily	N2E2	P. fluorescens N2E2
Pf6N2E2_2713	TK06_RS13630	Protease II (EC 3.4.21.83)	N2E2	P. fluorescens N2E2
Pf6N2E2_2714	TK06_RS13635	transcriptional regulator, Crp/Fnr family	N2E2	P. fluorescens N2E2
Pf6N2E2_2715	TK06_RS13640	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2716	TK06_RS13645	FIG00954793: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2717	TK06_RS13650	putative cytoplasmic protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2718	TK06_RS13665	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	N2E2	P. fluorescens N2E2
Pf6N2E2_2719	TK06_RS13670	FIG00961680: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2720	TK06_RS13675	tRNA (guanosine(18)-2'-O)-methyltransferase (EC 2.1.1.34)	N2E2	P. fluorescens N2E2
Pf6N2E2_2721	TK06_RS13680	FIG00954302: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2722	TK06_RS13685	FIG00954807: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2723	TK06_RS13690	YcgN (Fragment)	N2E2	P. fluorescens N2E2
Pf6N2E2_2724	TK06_RS13695	Nitroreductase family protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2725	TK06_RS13700	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	N2E2	P. fluorescens N2E2
Pf6N2E2_2726	TK06_RS13705	Protein YcgL	N2E2	P. fluorescens N2E2
Pf6N2E2_2727	TK06_RS13710	Ribonuclease D (EC 3.1.26.3)	N2E2	P. fluorescens N2E2
Pf6N2E2_2728	TK06_RS13715	SAM-dependent methyltransferases	N2E2	P. fluorescens N2E2
Pf6N2E2_2729	TK06_RS13720	membrane protein, putative	N2E2	P. fluorescens N2E2
Pf6N2E2_2730	TK06_RS13725	glutamine synthetase family protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2732	TK06_RS13730	Transcriptional regulator, LysR family	N2E2	P. fluorescens N2E2
Pf6N2E2_2733	TK06_RS13735	Probable 5-carboxymethyl-2-hydroxymuconate delta isomerase	N2E2	P. fluorescens N2E2
Pf6N2E2_2734	TK06_RS13740	Transcriptional regulator, LysR family	N2E2	P. fluorescens N2E2
Pf6N2E2_2735	TK06_RS13745	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2736	TK06_RS13750	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2737	TK06_RS13755	SAM-dependent methyltransferases	N2E2	P. fluorescens N2E2
Pf6N2E2_2738	TK06_RS13760	Glycosyltransferase	N2E2	P. fluorescens N2E2
Pf6N2E2_2739	TK06_RS13765	UPF0339 protein NMA1193/NMA1859	N2E2	P. fluorescens N2E2
Pf6N2E2_2740	TK06_RS13770	Transcriptional regulator, AraC family	N2E2	P. fluorescens N2E2
Pf6N2E2_2741	TK06_RS13775	Mannose-6-phosphate isomerase (EC 5.3.1.8)	N2E2	P. fluorescens N2E2
Pf6N2E2_2742	TK06_RS13780	Phytanoyl-CoA dioxygenase	N2E2	P. fluorescens N2E2
Pf6N2E2_2743	TK06_RS13785	Methyl-accepting chemotaxis protein	N2E2	P. fluorescens N2E2
Pf6N2E2_6112	TK06_RS13800	tRNA-Pseudo-CGA	N2E2	P. fluorescens N2E2
Pf6N2E2_2744	TK06_RS13805	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	N2E2	P. fluorescens N2E2
Pf6N2E2_2745	TK06_RS13810	Metal-dependent hydrolases of the beta-lactamase superfamily I	N2E2	P. fluorescens N2E2
Pf6N2E2_2746	TK06_RS13815	Outer membrane protein NlpB, lipoprotein component of the protein assembly complex (forms a complex with YaeT, YfiO, and YfgL); Lipoprotein-34 precursor	N2E2	P. fluorescens N2E2
Pf6N2E2_2747	TK06_RS13820	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	N2E2	P. fluorescens N2E2
Pf6N2E2_2748	TK06_RS13825	Glycine cleavage system transcriptional antiactivator GcvR	N2E2	P. fluorescens N2E2
Pf6N2E2_2749	TK06_RS13830	Thiol peroxidase, Bcp-type (EC 1.11.1.15)	N2E2	P. fluorescens N2E2
Pf6N2E2_2750	TK06_RS13835	Putative permease PerM (= YfgO)	N2E2	P. fluorescens N2E2
Pf6N2E2_2751	TK06_RS13840	Rhodanese-like domain protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2752	TK06_RS13845	Exported zinc metalloprotease YfgC precursor	N2E2	P. fluorescens N2E2
Pf6N2E2_2753	TK06_RS13850	HtrA protease/chaperone protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2754	TK06_RS13855	Sigma factor RpoE negative regulatory protein RseB precursor	N2E2	P. fluorescens N2E2
Pf6N2E2_2755	TK06_RS13860	Sigma factor RpoE negative regulatory protein RseA	N2E2	P. fluorescens N2E2
Pf6N2E2_2756	TK06_RS13865	RNA polymerase sigma-H factor AlgT	N2E2	P. fluorescens N2E2
Pf6N2E2_2758	TK06_RS13870	L-aspartate oxidase (EC 1.4.3.16)	N2E2	P. fluorescens N2E2
Pf6N2E2_2759	TK06_RS13875	FIG00955375: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2760	TK06_RS13880	YgfY COG2938	N2E2	P. fluorescens N2E2
Pf6N2E2_2762	TK06_RS13885	Folate-dependent protein for Fe/S cluster synthesis/repair in oxidative stress	N2E2	P. fluorescens N2E2
Pf6N2E2_2763	TK06_RS13890	Predicted signal transduction protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2764	TK06_RS13895	Tricarboxylate transport sensor protein TctE	N2E2	P. fluorescens N2E2
Pf6N2E2_2765	TK06_RS13900	Tricarboxylate transport transcriptional regulator TctD	N2E2	P. fluorescens N2E2
Pf6N2E2_2768	TK06_RS13905	Tricarboxylate transport protein TctC	N2E2	P. fluorescens N2E2
Pf6N2E2_2769	TK06_RS13910	Tricarboxylate transport protein TctB	N2E2	P. fluorescens N2E2
Pf6N2E2_2770	TK06_RS13915	Tricarboxylate transport membrane protein TctA	N2E2	P. fluorescens N2E2
Pf6N2E2_2771	TK06_RS13920	Ammonia monooxygenase	N2E2	P. fluorescens N2E2
Pf6N2E2_2772	TK06_RS13925	Uracil-DNA glycosylase, family 1	N2E2	P. fluorescens N2E2
Pf6N2E2_2773	TK06_RS13930	Enoyl-CoA hydratase (EC 4.2.1.17)	N2E2	P. fluorescens N2E2
Pf6N2E2_2775	TK06_RS13935	Urea carboxylase-related ABC transporter, periplasmic substrate-binding protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2776	TK06_RS13940	Urea carboxylase-related ABC transporter, permease protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2777	TK06_RS13945	Urea carboxylase-related ABC transporter, ATPase protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2778	TK06_RS13950	Urea carboxylase-related aminomethyltransferase (EC 2.1.2.10)	N2E2	P. fluorescens N2E2
Pf6N2E2_2779	TK06_RS13955	Urea carboxylase-related aminomethyltransferase (EC 2.1.2.10)	N2E2	P. fluorescens N2E2
Pf6N2E2_2781	TK06_RS13960	Urea carboxylase (EC 6.3.4.6)	N2E2	P. fluorescens N2E2
Pf6N2E2_2782	TK06_RS13965	Allophanate hydrolase (EC 3.5.1.54)	N2E2	P. fluorescens N2E2
Pf6N2E2_2783	TK06_RS13970	Sensory box/GGDEF family protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2784	TK06_RS13975	DNA or RNA helicases of superfamily II	N2E2	P. fluorescens N2E2
Pf6N2E2_2785	TK06_RS13980	Ribosomal small subunit pseudouridine synthase A (EC 4.2.1.70)	N2E2	P. fluorescens N2E2
Pf6N2E2_2786	TK06_RS13985	(R)-3-hydroxydecanoyl-ACP:CoA transacylase PhaG (3-hydroxyacyl-CoA-acyl carrier protein transferase) (EC 2.4.1.-)	N2E2	P. fluorescens N2E2
Pf6N2E2_6113	TK06_RS13990	tRNA-Gly-CCC	N2E2	P. fluorescens N2E2
Pf6N2E2_2787	TK06_RS14000	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2788	TK06_RS14010	Transcriptional regulator, AsnC family	N2E2	P. fluorescens N2E2
Pf6N2E2_2789	TK06_RS14015	L-lysine permease	N2E2	P. fluorescens N2E2
Pf6N2E2_2790	TK06_RS14020	Helix-turn-helix motif	N2E2	P. fluorescens N2E2
Pf6N2E2_2792	TK06_RS14025	Antitoxin 1	N2E2	P. fluorescens N2E2
Pf6N2E2_2794	TK06_RS14030	putative membrane protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2795	TK06_RS14035	putative exported protein	N2E2	P. fluorescens N2E2
Pf6N2E2_2796	TK06_RS14040	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	N2E2	P. fluorescens N2E2
Pf6N2E2_2797	TK06_RS14045	Prevent host death protein, Phd antitoxin	N2E2	P. fluorescens N2E2
Pf6N2E2_2798	TK06_RS14050	Death on curing protein, Doc toxin	N2E2	P. fluorescens N2E2
Pf6N2E2_2799	TK06_RS14055	Fosfomycin resistance protein FosA	N2E2	P. fluorescens N2E2
Pf6N2E2_2800	TK06_RS14060	2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)	N2E2	P. fluorescens N2E2
Pf6N2E2_2801	TK06_RS14065	Bicyclomycin resistance protein	N2E2	P. fluorescens N2E2
